,desc,perc,selectionID,sport,temp,time,topBottom,win
2,EuroLeague (Unics Kazan @ Nizhny Novgorod): Will BOTH TEAMS SCORE 20+ POINTS in the 3rd Quarter?,94.9,unselectable,Hoops,Warmer,2014-12-19 13:00:00,Bottom,Yes
3,German Bundesliga (Bayern Munich @ Mainz): What will be the match result?,67.7,unselectable,Soccer,Warmer,2014-12-19 14:30:00,Bottom,Yes
4,"NCF NAIA Football National Championship (Daytona Beach, FL): Who will WIN the championship?",75.5,unselectable,NCF,Warmer,2014-12-19 15:03:00,Bottom,Yes
5,"NCF Division III National Championship (Salem, VA): What will be the GAME RESULT?",59.1,unselectable,NCF,Cold,2014-12-19 19:03:00,Top,No
6,NBA: Who will WIN this matchup?,92.3,unselectable,NBA,Warm,2014-12-19 19:05:00,Bottom,Yes
7,NHL: Who will WIN this matchup?,97.6,unselectable,NHL,Warm,2014-12-19 19:05:00,Top,No
8,NBA: Who will WIN this matchup?,97.1,unselectable,NBA,Warmer,2014-12-19 19:35:00,Top,No
9,NHL: Who will WIN this matchup?,98.6,unselectable,NHL,Warm,2014-12-19 19:35:00,Top,No
10,NHL: Who will WIN this matchup?,79.9,unselectable,NHL,Cold,2014-12-19 19:35:00,Bottom,Yes
11,NCF FCS Playoffs - Semifinal (Sam Houston State @ #2 North Dakota State): What will be the GAME RESULT?,65.2,unselectable,NCF,Warm,2014-12-19 20:03:00,Top,No
12,NHL: Who will WIN this matchup?,83.5,unselectable,NHL,Cold,2014-12-19 20:05:00,Top,No
13,NBA: Who will WIN this matchup?,78.2,unselectable,NBA,Warm,2014-12-19 20:10:00,Bottom,Yes
14,NBA (Trail Blazers @ Spurs): Will BOTH TEAMS have a PLAYER SCORE 13+ POINTS in the 1st Half?,65.7,unselectable,NBA,Warmer,2014-12-19 20:10:50,Bottom,Yes
15,NHL: Who will WIN this matchup?,89.9,unselectable,NHL,Warm,2014-12-19 21:05:00,Bottom,Yes
16,NBA (Trail Blazers @ Spurs): Which TEAM will be FIRST to SCORE 10 POINTS in the 3rd Quarter?,71.1,unselectable,NBA,Warmer,2014-12-19 21:23:17,Bottom,Yes
17,NBA (Thunder @ Lakers): What will be the RESULT at HALFTIME?,82.8,unselectable,NBA,Hot,2014-12-19 22:40:49,Top,No
0,English Premier League: What will be the match result?,79.3,unselectable,Soccer,Hot,2014-12-20 07:45:00,Bottom,Yes
1,New Orleans Bowl: Who will WIN this matchup?,81.3,unselectable,NCF,Warmer,2014-12-20 11:00:00,Bottom,Yes
2,NCB: Who will WIN this matchup?,76.4,unselectable,NCB,Warm,2014-12-20 12:00:00,Bottom,Yes
3,NCB: Who will WIN this matchup?,93.3,unselectable,NCB,Warmer,2014-12-20 12:00:00,Bottom,Yes
4,NCB: What will be the GAME RESULT?,59.6,unselectable,NCB,Warm,2014-12-20 13:00:00,Top,No
5,"NCB CBS Sports Classic (Chicago, IL): Who will WIN this matchup?",88.9,unselectable,NCB,Warmer,2014-12-20 13:00:00,Top,No
6,NCF FCS Playoffs - Semifinal: Who will WIN this matchup?,87.6,unselectable,NCF,Warmer,2014-12-20 14:02:00,Bottom,Yes
7,"NCB (St. Louis, MO): What will be the GAME RESULT?",70.8,unselectable,NCB,Warm,2014-12-20 14:05:00,Top,No
8,"New Mexico Bowl (Albuquerque, NM): What will be the GAME RESULT?",90.5,unselectable,NCF,Warm,2014-12-20 14:20:00,Top,No
9,"NCB Crossroads Classic (Indianapolis, IN): Who will WIN this matchup?",82.2,unselectable,NCB,Warm,2014-12-20 14:30:00,Bottom,Yes
10,Las Vegas Bowl: Who will WIN this matchup?,74.3,unselectable,NCF,Warmer,2014-12-20 15:30:00,Top,No
11,"NCB CBS Sports Classic (UCLA v. #1 Kentucky - Chicago, IL): What will be the GAME RESULT?",82.6,unselectable,NCB,Warm,2014-12-20 15:35:00,Top,No
12,NCF Division II National Championship (Colorado St-Pueblo v. Minnesota St-Mankato): What will be the GAME RESULT?,76.2,unselectable,NCF,Cold,2014-12-20 16:09:00,Bottom,Yes
13,NFL: What will be the GAME RESULT?,77.8,unselectable,NFL,Warmer,2014-12-20 16:30:00,Top,No
14,NCB (Texas Southern @ #25 Michigan State): What will be the GAME RESULT?,53.7,unselectable,NCB,Cold,2014-12-20 17:04:00,Bottom,Yes
15,"NCB Crossroads Classic (Indianapolis, IN): Who will WIN this matchup?",97.9,unselectable,NCB,Hot,2014-12-20 17:15:00,Bottom,Yes
16,"Potato Bowl (Boise, ID): Who will WIN this matchup?",88.5,unselectable,NCF,Warmer,2014-12-20 17:45:00,Bottom,Yes
17,NBA: Who will WIN this matchup?,74.6,unselectable,NBA,Cold,2014-12-20 19:00:00,Bottom,Yes
18,NHL: Who will WIN this matchup?,93.9,unselectable,NHL,Cold,2014-12-20 19:00:00,Top,No
19,NHL: Who will WIN this matchup?,72.0,unselectable,NHL,Cold,2014-12-20 19:00:00,Bottom,Yes
20,NHL: Who will WIN this matchup?,55.1,unselectable,NHL,Cold,2014-12-20 19:00:00,Top,No
21,NCB: Who will WIN this matchup?,98.6,unselectable,NCB,Warm,2014-12-20 19:00:00,Top,No
22,"NCB (Kansas City, MO): Who will WIN this matchup?",80.6,unselectable,NCB,Warm,2014-12-20 19:05:00,Bottom,Yes
23,"NCB Big Four Classic (Des Moines, IA): Who will WIN this matchup?",76.0,unselectable,NCB,Warm,2014-12-20 19:30:00,Top,No
24,"NCAA Women's Volleyball Division I Finals (#5 Penn State v. BYU - Oklahoma City, OK): What will be the match result?",71.8,unselectable,W Vol,Warm,2014-12-20 19:38:00,Bottom,Yes
25,NHL: Who will WIN this matchup?,78.9,unselectable,NHL,Cold,2014-12-20 20:00:00,Top,No
26,NFL: Who will WIN this matchup?,65.1,unselectable,NFL,Warmer,2014-12-20 20:25:00,Top,No
27,"NCB MGM Grand Showcase - Semifinals (Las Vegas, NV): Who will WIN this matchup?",51.4,unselectable,NCB,Warm,2014-12-20 21:10:00,Top,No
28,"Camellia Bowl (Montgomery, AL): Who will WIN this matchup?",84.6,unselectable,NCF,Warm,2014-12-20 21:15:00,Bottom,Yes
29,"NCB Gotham Classic (New York, NY): Who will WIN this matchup?",92.6,unselectable,NCB,Hot,2014-12-20 21:36:00,Bottom,Yes
30,NHL: Who will WIN this matchup?,62.9,unselectable,NHL,Warm,2014-12-20 22:30:00,Top,No
31,NCB: Who will WIN this matchup?,93.9,unselectable,NCB,Warmer,2014-12-20 23:10:00,Bottom,Yes
32,"NCB MGM Grand Showcase - Semifinals (#14 Utah v. UNLV - Las Vegas, NV): Which side will record a HIGHER TOTAL?",83.3,unselectable,NCB,Warm,2014-12-20 23:48:00,Top,No
33,UFC Fight Night 58 (Renan Barao vs. Mitch Gagnon): What will be the FIGHT RESULT?,90.4,unselectable,MMA,Hot,2014-12-21 00:19:26,Top,No
34,UFC Fight Night 58 (Lyoto Machida vs. CB Dollaway): What will be the FIGHT RESULT?,76.2,unselectable,MMA,Hot,2014-12-21 00:50:00,Bottom,Yes
0,English Premier League: What will be the match result?,74.3,unselectable,Soccer,Hot,2014-12-21 08:30:00,Bottom,Yes
1,English Premier League: What will be the match result?,56.4,unselectable,Soccer,Warmer,2014-12-21 11:00:00,Bottom,Yes
2,NFL: What will be the GAME RESULT?,85.2,unselectable,NFL,Warm,2014-12-21 13:00:00,Top,No
3,NFL: What will be the GAME RESULT?,95.8,unselectable,NFL,Warm,2014-12-21 13:00:00,Top,No
4,NFL: Who will WIN this matchup?,86.8,unselectable,NFL,Cold,2014-12-21 13:00:00,Bottom,Yes
5,NFL: Who will WIN this matchup?,85.3,unselectable,NFL,Cold,2014-12-21 13:00:00,Bottom,Yes
6,NFL: Who will WIN this matchup?,97.8,unselectable,NFL,Cold,2014-12-21 13:00:00,Top,No
7,NFL: Will BOTH Miami (v. Minnesota) AND New Orleans (v. Atlanta) WIN TODAY?,74.0,unselectable,NFL,Cold,2014-12-21 13:00:00,Bottom,Yes
8,NFL: What will be the GAME RESULT?,98.3,unselectable,NFL,Cold,2014-12-21 13:00:00,Top,No
9,"NCW (North Little Rock, AR): Who will WIN this matchup?",82.3,unselectable,NCW,Warmer,2014-12-21 13:30:00,Bottom,Yes
10,NCW: Who will WIN this matchup?,87.9,unselectable,NCW,Warmer,2014-12-21 15:00:00,Top,No
11,NFL (Giants @ Rams): How many POINTS will be SCORED?,72.7,unselectable,NFL,Warm,2014-12-21 16:05:00,Top,No
12,NFL (Bills @ Raiders): Will the Bills LEAD at HALFTIME AND WIN the GAME?,86.6,unselectable,NFL,Warmer,2014-12-21 16:25:00,Top,No
13,NFL: Who will WIN this matchup?,50.8,unselectable,NFL,Warm,2014-12-21 16:25:00,Bottom,Yes
14,NBA: Who will WIN this matchup?,50.3,unselectable,NBA,Warm,2014-12-21 16:35:00,Top,No
15,"NCW (UCLA v. #2 Connecticut - Uncasville, CT): What will be the GAME RESULT?",91.3,unselectable,NCW,Warmer,2014-12-21 17:10:00,Top,No
16,NCB: Who will WIN this matchup?,90.7,unselectable,NCB,Hot,2014-12-21 18:05:00,Top,No
17,NFL: What will be the GAME RESULT?,68.0,unselectable,NFL,Warmer,2014-12-21 20:30:00,Bottom,Yes
18,NFL (Seahawks @ Cardinals): How many TOUCHDOWNS will Marshawn Lynch (SEA) SCORE in the 1st Half?,75.0,unselectable,NFL,Warmer,2014-12-21 20:31:00,Bottom,Yes
19,NHL: Who will WIN this matchup?,91.8,unselectable,NHL,Hot,2014-12-21 21:00:00,Bottom,Yes
20,NFL (Seahawks @ Cardinals): Will BOTH a PASSING AND RUSHING TOUCHDOWN be recorded in the 2nd Half? (No OT),82.3,unselectable,NFL,Hot,2014-12-21 22:16:00,Top,No
0,Turkish Super League: What will be the match result?,73.7,unselectable,Soccer,Warmer,2014-12-22 12:00:00,Bottom,Yes
1,"Italian Super Cup (Doha, Qatar): Which TEAM will LIFT THE TROPHY?",98.4,unselectable,Soccer,Hot,2014-12-22 12:30:00,Bottom,Yes
2,"Miami Beach Bowl (Miami, FL): Who will WIN this matchup?",58.6,unselectable,NCF,Warmer,2014-12-22 14:00:00,Top,No
3,"NCB Diamond Head Classic - Quarterfinals (Honolulu, HI): What will be the GAME RESULT?",80.7,unselectable,NCB,Warm,2014-12-22 14:30:00,Top,No
4,English Premier League: What will be the match result?,96.0,unselectable,Soccer,Hot,2014-12-22 15:00:00,Top,No
5,"NCB Diamond Head Classic - Quarterfinals (Honolulu, HI): What will be the GAME RESULT?",79.9,unselectable,NCB,Warmer,2014-12-22 16:43:00,Top,No
6,NCB: What will be the GAME RESULT?,94.3,unselectable,NCB,Warmer,2014-12-22 19:02:00,Top,No
7,NCB (Colgate @ Syracuse): What will be the GAME RESULT?,95.3,unselectable,NCB,Cold,2014-12-22 19:02:00,Top,No
8,NBA: Who will WIN this matchup?,75.0,unselectable,NBA,Cold,2014-12-22 19:05:00,Top,No
9,NHL: Who will WIN this matchup?,91.4,unselectable,NHL,Cold,2014-12-22 19:05:00,Top,No
10,NHL: Who will WIN this matchup?,96.7,unselectable,NHL,Warm,2014-12-22 19:35:00,Top,No
11,NBA: Who will WIN this matchup?,61.4,unselectable,NBA,Cold,2014-12-22 20:05:00,Bottom,Yes
12,NBA: Who will WIN this matchup?,64.4,unselectable,NBA,Cold,2014-12-22 20:05:00,Bottom,Yes
13,MNF: Who will WIN this matchup?,88.8,unselectable,NFL,Warmer,2014-12-22 20:30:00,Top,No
14,MNF (Broncos @ Bengals): Which QB will have the HIGHER COMPLETION PERCENTAGE in the 1st Half?,92.5,unselectable,NFL,Warmer,2014-12-22 20:31:00,Top,No
15,NBA: Who will WIN this matchup?,95.2,unselectable,NBA,Warm,2014-12-22 20:35:00,Bottom,Yes
16,NBA: Who will WIN this matchup?,61.5,unselectable,NBA,Cold,2014-12-22 20:35:00,Bottom,Yes
17,NCB: What will be the GAME RESULT?,77.3,unselectable,NCB,Warmer,2014-12-22 21:07:00,Top,No
18,MNF (DEN@CIN): Will EITHER TEAM SCORE 3 CONSECUTIVE TIMES (w/o the other team scoring) in the 2nd Half? (No OT),94.7,unselectable,NFL,Hot,2014-12-22 22:08:00,Bottom,Yes
19,NCB Diamond Head - Quarters (Loyola Marymount v. #11 Wichita St): How many POINTS will Wichita St SCORE in the 1st Half?,79.8,unselectable,NCB,Hot,2014-12-22 23:10:00,Bottom,Yes
0,Turkish Cup (Group G): What will be the match result?,67.9,unselectable,Soccer,Hot,2014-12-23 10:00:00,Bottom,Yes
1,Turkish Cup (Group E): What will be the match result?,87.0,unselectable,Soccer,Hot,2014-12-23 13:00:00,Bottom,Yes
2,"NCB Diamond Head Classic - Consolation Semifinals (Honolulu, HI): Who will WIN this matchup?",96.3,unselectable,NCB,Hot,2014-12-23 14:30:00,Bottom,Yes
3,"NCB Diamond Head Classic - Semifinals (Honolulu, HI): Who will WIN this matchup?",82.9,unselectable,NCB,Warmer,2014-12-23 16:55:00,Bottom,Yes
4,"Boca Raton Bowl (Boca Raton, FL): What will be the GAME RESULT?",76.0,unselectable,NCF,Warmer,2014-12-23 18:02:00,Top,No
5,Boca Raton Bowl (Northern Illinois v. Marshall): Which side will record MORE TOUCHDOWNS in the 1st Half?,65.2,unselectable,NCF,Warm,2014-12-23 18:02:00,Top,No
6,NCB: Which side will record a HIGHER TOTAL?,81.5,unselectable,NCB,Warm,2014-12-23 19:02:00,Bottom,Yes
7,NCB: What will be the GAME RESULT?,85.6,unselectable,NCB,Warm,2014-12-23 19:02:00,Bottom,Yes
8,NBA: Who will WIN this matchup?,50.8,unselectable,NBA,Cold,2014-12-23 19:05:00,Top,No
9,NBA: Who will WIN this matchup?,67.0,unselectable,NBA,Cold,2014-12-23 19:05:00,Bottom,Yes
10,NBA: Who will WIN this matchup?,98.0,unselectable,NBA,Warm,2014-12-23 19:05:00,Top,No
11,NHL: Who will WIN this matchup?,60.9,unselectable,NHL,Cold,2014-12-23 19:05:00,Bottom,Yes
12,NHL: Who will WIN this matchup?,97.4,unselectable,NHL,Cold,2014-12-23 19:05:00,Bottom,Yes
13,NHL: Who will WIN this matchup?,72.2,unselectable,NHL,Cold,2014-12-23 19:05:00,Top,No
14,NHL: Who will WIN this matchup?,61.6,unselectable,NHL,Cold,2014-12-23 19:05:00,Bottom,Yes
15,NHL: Who will WIN this matchup?,87.6,unselectable,NHL,Cold,2014-12-23 19:05:00,Bottom,Yes
16,NHL: Who will WIN this matchup?,72.3,unselectable,NHL,Cold,2014-12-23 19:35:00,Top,No
17,NBA: Who will WIN this matchup?,62.9,unselectable,NBA,Cold,2014-12-23 19:35:00,Top,No
18,NBA: Who will WIN this matchup?,74.5,unselectable,NBA,Cold,2014-12-23 19:35:00,Bottom,Yes
19,Boca Raton Bowl (Northern Illinois v. Marshall): What will be the FIRST SCORING PLAY in the 3rd Quarter?,71.4,unselectable,NCF,Warmer,2014-12-23 19:56:00,Bottom,Yes
20,NHL: Who will WIN this matchup?,59.3,unselectable,NHL,Cold,2014-12-23 20:05:00,Top,No
21,NHL: Who will WIN this matchup?,96.6,unselectable,NHL,Warmer,2014-12-23 20:10:00,Top,No
22,NBA: Who will WIN this matchup?,94.2,unselectable,NBA,Hot,2014-12-23 21:05:00,Top,No
23,"Poinsettia Bowl (San Diego, CA): Who will WIN this matchup?",72.0,unselectable,NCF,Hot,2014-12-23 21:36:00,Bottom,Yes
24,NCB Diamond Head Classic - Semifinals (#11 Wichita State @ Hawaii): Which will OCCUR FIRST in the 2nd Half?,76.7,unselectable,NCB,Hot,2014-12-23 22:13:47,Top,No
0,Kontinental Hockey League: Who will WIN this matchup?,90.8,unselectable,Hockey,Hot,2014-12-24 08:00:00,Top,No
1,"Bahamas Bowl (Nassau, Bahamas): Who will WIN this matchup?",84.6,unselectable,NCF,Hot,2014-12-24 12:00:00,Bottom,Yes
2,"Hawaii Bowl (Honolulu, HI): Who will WIN this matchup?",73.6,unselectable,NCF,Hot,2014-12-24 20:00:00,Bottom,Yes
3,Hawaii Bowl (FRESvRICE): Will EITHER B. Burrell (FRES) or D. Jackson (RICE) record 175 or More PASSING YARDS in the 1st Half?,65.8,unselectable,NCF,Warmer,2014-12-24 20:01:00,Top,No
4,Hawaii Bowl (Fresno State v. Rice): How many TOUCHDOWNS will be SCORED in the 2nd Half? (No OT),67.7,unselectable,NCF,Hot,2014-12-24 22:04:00,Bottom,Yes
0,NBA (Wizards @ Knicks): Will John Wall (WSH) MAKE his FIRST FIELD GOAL ATTEMPT of the 1st Quarter?,52.7,unselectable,NBA,Hot,2014-12-25 12:06:32,Top,No
1,NBA (Wizards @ Knicks): Which TEAM will be the FIRST to SCORE 10 POINTS in the 2nd Quarter?,89.9,unselectable,NBA,Hot,2014-12-25 12:32:00,Top,No
2,NBA (Wizards @ Knicks): Will BOTH teams SCORE a POINT(S) in the LAST MINUTE of the 2nd Quarter?,87.6,unselectable,NBA,Hot,2014-12-25 13:01:00,Top,No
3,NBA (Wizards @ Knicks): Which of the following PLAYERS will SCORE FIRST in the 3rd Quarter? (Wall and Carmelo ONLY),57.4,unselectable,NBA,Hot,2014-12-25 13:22:48,Top,No
4,NBA: Who will WIN this matchup?,94.0,unselectable,NBA,Warm,2014-12-25 14:32:47,Bottom,Yes
5,NBA (Thunder @ Spurs): How many POINTS will Russell Westbrook (OKC) SCORE in the 1st Quarter?,65.9,unselectable,NBA,Hot,2014-12-25 14:32:49,Bottom,Yes
6,NBA (OKC@SA): Will at least ONE of the Spurs' FIRST FIVE MADE FIELD GOALS in the 2nd Quarter be a 3-Pointer?,78.0,unselectable,NBA,Hot,2014-12-25 15:05:00,Top,No
7,NBA (Thunder @ Spurs): Which TEAM will SCORE the FIRST POINT(S) of the 3rd Quarter?,66.8,unselectable,NBA,Hot,2014-12-25 15:52:47,Bottom,Yes
8,NBA (Thunder @ Spurs): Will a FREE THROW be MADE in the LAST MINUTE of the 3rd Quarter?,59.5,unselectable,NBA,Hot,2014-12-25 16:20:00,Top,No
9,NBA (Cavaliers @ Heat:): Which PLAYER will SCORE MORE POINTS in the 1st Quarter?,83.6,unselectable,NBA,Hot,2014-12-25 17:20:00,Top,No
10,NBA (Cavaliers @ Heat): Which will OCCUR FIRST in the 2nd Quarter?,65.4,unselectable,NBA,Hot,2014-12-25 17:51:00,Bottom,Yes
11,NBA (CLE@MIA): Will K. Irving OR K. Love (CLE) MAKE a 3-POINTER in the LAST 3 MINUTES of the 2nd Quarter?,64.1,unselectable,NBA,Hot,2014-12-25 18:12:00,Bottom,Yes
12,NBA (Cavaliers @ Heat): How many DIFFERENT PLAYERS will SCORE in the 3rd Quarter?,91.8,unselectable,NBA,Hot,2014-12-25 18:39:00,Top,No
13,NBA (Lakers @ Bulls): Which side will record a HIGHER TOTAL in the 1st Quarter?,83.5,unselectable,NBA,Cold,2014-12-25 18:44:31,Top,No
14,NBA (Cavaliers @ Heat): How many POINTS will be SCORED in the 4th Quarter?,56.4,unselectable,NBA,Hot,2014-12-25 19:17:44,Top,No
15,NBA (Lakers @ Bulls): Will the Lakers LEAD AT ANY POINT in the 1st Quarter?,91.6,unselectable,NBA,Hot,2014-12-25 20:15:00,Top,No
16,NBA (Lakers @ Bulls): How many POINTS will the Bulls OUTSCORE the Lakers by in the 2nd Quarter?,80.2,unselectable,NBA,Hot,2014-12-25 20:40:00,Top,No
17,NBA (Lakers @ Bulls): Will EITHER TEAM MAKE its FIRST FIELD GOAL ATTEMPT of the 3rd Quarter? ,89.9,unselectable,NBA,Hot,2014-12-25 21:24:47,Top,No
18,NBA (Lakers @ Bulls): Which team will SCORE the LAST POINT(S) of the 3rd Quarter?,77.0,unselectable,NBA,Hot,2014-12-25 21:45:00,Bottom,Yes
19,NBA (Warriors @ Clippers): Which COMBO will SCORE MORE POINTS in the 1st Quarter?,81.5,unselectable,NBA,Hot,2014-12-25 22:45:00,Top,No
0,English Premier League: Will BOTH Chelsea (v. West Ham) AND Manchester United (v. Newcastle Utd) WIN TODAY?,83.4,unselectable,Soccer,Hot,2014-12-26 07:45:00,Top,No
1,English Premier League: What will be the match result?,79.7,unselectable,Soccer,Warmer,2014-12-26 12:30:00,Bottom,Yes
2,NBA: Who will WIN this matchup?,76.9,unselectable,NBA,Warmer,2014-12-26 13:00:00,Top,No
3,Heart of Dallas Bowl (Illinois v. Louisiana Tech): Will the Louisiana Tech LEAD at HALFTIME AND WIN the GAME?,67.9,unselectable,NCF,Warm,2014-12-26 13:00:00,Top,No
4,"Quick Lane Bowl (Detroit, MI): Who will WIN this matchup?",77.4,unselectable,NCF,Warmer,2014-12-26 16:35:00,Bottom,Yes
5,Quick Lane Bowl (Rutgers v. North Carolina): Which side will record a HIGHER TOTAL in the 1st Half?,94.0,unselectable,NCF,Warmer,2014-12-26 16:35:32,Top,No
6,Quick Lane Bowl (Rutgers v. North Carolina): Will an INTERCEPTION be THROWN in the 3rd Quarter?,71.7,unselectable,NCF,Warmer,2014-12-26 18:21:00,Bottom,Yes
7,NBA: Who will WIN this matchup?,96.2,unselectable,NBA,Warmer,2014-12-26 19:30:00,Top,No
8,NBA: Who will WIN this matchup?,88.9,unselectable,NBA,Warm,2014-12-26 20:05:00,Top,No
9,NBA: Who will WIN this matchup?,71.6,unselectable,NBA,Cold,2014-12-26 20:05:00,Bottom,Yes
10,St. Petersburg Bowl: Who will WIN this matchup?,90.9,unselectable,NCF,Warmer,2014-12-26 20:06:00,Bottom,Yes
11,St. Petersburg Bowl (N.C. State v. UCF): How many TOUCHDOWN PASSES will be recorded in the 1st Half?,93.2,unselectable,NCF,Warmer,2014-12-26 20:07:00,Bottom,Yes
12,St. Petersburg Bowl (N.C. State v. UCF): What will be the LENGTH of the LONGEST TD of the 2nd HALF? (No OT),85.4,unselectable,NCF,Hot,2014-12-26 22:02:00,Top,No
13,NBA: Who will WIN this matchup?,81.5,unselectable,NBA,Hot,2014-12-26 22:11:00,Top,No
0,Kontinental Hockey League: Who will WIN this matchup?,94.4,unselectable,Hockey,Hot,2014-12-27 09:00:00,Bottom,Yes
1,"NCB (New York, NY): Who will WIN this matchup?",82.1,unselectable,NCB,Hot,2014-12-27 12:00:00,Bottom,Yes
2,"Military Bowl (Annapolis, MD): Who will WIN this matchup?",90.0,unselectable,NCF,Hot,2014-12-27 13:00:00,Top,No
3,"Sun Bowl (El Paso, TX): What will be the GAME RESULT?",68.4,unselectable,NCF,Warm,2014-12-27 14:10:00,Bottom,Yes
4,NCB: Who will WIN this matchup?,91.4,unselectable,NCB,Hot,2014-12-27 14:10:00,Top,No
5,NBA: Who will WIN this matchup?,79.5,unselectable,NBA,Hot,2014-12-27 15:30:00,Bottom,Yes
6,"Independence Bowl (Shreveport, LA): Who will WIN this matchup?",52.7,unselectable,NCF,Warmer,2014-12-27 15:35:00,Top,No
7,NCB: Which side will record a HIGHER TOTAL?,89.2,unselectable,NCB,Warm,2014-12-27 16:09:00,Top,No
8,"Pinstripe Bowl (Bronx, NY): Who will WIN this matchup?",63.8,unselectable,NCF,Warmer,2014-12-27 16:33:00,Top,No
9,NCB: Who will WIN this matchup?,96.5,unselectable,NCB,Hot,2014-12-27 18:10:00,Top,No
10,NHL: Who will WIN this matchup?,75.0,unselectable,NHL,Cold,2014-12-27 19:02:00,Bottom,Yes
11,NHL: Who will WIN this matchup?,96.7,unselectable,NHL,Warm,2014-12-27 19:02:00,Top,No
12,NHL: Who will WIN this matchup?,90.8,unselectable,NHL,Cold,2014-12-27 19:02:00,Top,No
13,NBA: Who will WIN this matchup?,89.4,unselectable,NBA,Warm,2014-12-27 20:00:00,Bottom,Yes
14,"Holiday Bowl (San Diego, CA): What will be the GAME RESULT?",60.5,unselectable,NCF,Warm,2014-12-27 20:10:00,Top,No
15,Holiday Bowl (Nebraska v. #24 USC): Which PLAYER will SCORE the FIRST TOUCHDOWN of the 1st Half?,74.9,unselectable,NCF,Warm,2014-12-27 20:11:00,Bottom,Yes
16,NBA: Who will WIN this matchup?,95.5,unselectable,NBA,Hot,2014-12-27 20:33:00,Top,No
17,NHL: Who will WIN this matchup?,73.3,unselectable,NHL,Warm,2014-12-27 22:00:00,Bottom,Yes
18,Holiday Bowl (Nebraska v. #24 USC): Will BOTH teams record a TOUCHDOWN PASS in the 2nd Half? (No OT),91.1,unselectable,NCF,Hot,2014-12-27 22:20:00,Top,No
0,English Premier League: What will be the match result?,92.1,unselectable,Soccer,Hot,2014-12-28 09:05:00,Top,No
1,English Premier League (Everton @ Newcastle United): Which TEAM will SCORE the FIRST GOAL of the match?,81.3,unselectable,Soccer,Warmer,2014-12-28 11:15:00,Top,No
2,NCW: Who will WIN this matchup?,82.9,unselectable,NCW,Warm,2014-12-28 13:00:00,Bottom,Yes
3,NFL (Cowboys @ Redskins): How many POINTS will be SCORED?,68.3,unselectable,NFL,Cold,2014-12-28 13:00:00,Top,No
